"Server side Google analytics universal transactions tracking","Tracciamento lato server delle transazioni con Google analytics universal"
"Google analytics universal must be configured and enabled for server side tracking to work","Google analytics universal deve essere configurato ed attivo perchè il tracciamento lato server funzioni"
